,Advertiser_ID,Advertiser_Name,Total_Creatives,Spend_USD,Regions,Elections
405,AR13186786549301248,FRIENDS OF DEBRA RODMAN,2,18500,US,US-Federal
406,AR13206577758601216,MYRNA MELGAR FOR SUPERVISOR 2020,52,15500,US,US-Federal
407,AR132132091881062400,VOTE ANDY AK,6,1300,US,US-Federal
408,AR132151883090362368,MARIA BORELL,1,500,US,US-Federal
409,AR132193046056927232,SOUTHERN ENVIRONMENTAL LAW CENTER,139,17100,US,US-Federal
410,AR132289734360694784,DAVID STEELE,26,400,US,US-Federal
411,AR132384807756759040,TEAM JOSH,1,1000,US,US-Federal
412,AR132410268322889728,MARY BURRESS FOR STATE SENATE,10,22600,US,US-Federal
413,AR13242999081271296,CHUCK EDWARDS FOR NC SENATE COMMITTEE,10,6200,US,US-Federal
414,AR132485309991485440,FRIENDS OF DARRIN CAMILLERI,12,8200,US,US-Federal
415,AR132522040551800832,MARK MEUSER FOR U.S. SENATE,3,800,US,US-Federal
416,AR132614227729842176,PROGRESSOHIO ORG,28,6300,US,US-Federal
418,AR132923740253061120,GARRITY FOR PA,5,40900,US,US-Federal
420,AR133153194585882624,FRICKE FOR CONGRESS,19,100,US,US-Federal
421,AR133211262543724544,SPIRIT OF VENTURE LLC,8,200,US,US-Federal
422,AR133245450483400704,FERNÁNDEZ FOR THE BRONX,63,7300,US,US-Federal
424,AR133630039034953728,OPPORTUNITY ARIZONA,37,25100,US,US-Federal
425,AR133658076581462016,CALIFORNIA TEACHERS ASSOCIATION,2,1300,US,US-Federal
426,AR133686766962999296,Climate Reality Action Fund,10,44800,US,US-Federal
428,AR133954394965147648,"AMERICAN CONSERVATION COALITION, INC.",1,0,US,US-Federal
429,AR133964496728227840,GALE PARTNERS LLC,1370,11200,US,US-Federal
430,AR133968826055262208,ASIAN AMERICAN ADVOCACY FUND PAC,9,9600,US,US-Federal
431,AR134008958229676032,NATHAN SMALL FOR STATE HOUSE,5,1000,US,US-Federal
434,AR134254767797960704,JOSH HARDER FOR CONGRESS,101,332900,US,US-Federal
435,AR134336028579201024,Fairfield Democratic Town Committee,3,600,US,US-Federal
436,AR134358121890971648,TJ COX FOR CONGRESS,50,134800,US,US-Federal
437,AR134434056912764928,MATTHEW MENEZES,40,1100,US,US-Federal
438,AR134527103084265472,AFSCME SPECIAL ACCOUNT,40,356300,US,US-Federal
440,AR134773737286270976,"JASON LEWIS FOR CONGRESS, INC.",13,69800,US,US-Federal
443,AR135243915946098688,COMMITTEE TO ELECT DAN FOREST,21,13100,US,US-Federal
445,AR13594361765822464,GEORGE SCOTT FOR CONGRESS,30,8600,US,US-Federal
446,AR135943617658224640,BALDERSON FOR CONGRESS,16,1900,US,US-Federal
447,AR136066488082628608,AMERICAN FUEL & PETROCHEMICAL MANUFACTURERS,4,4300,US,US-Federal
448,AR136122906773028864,ZACHARY MONAHAN,5,2500,US,US-Federal
450,AR136354491409629184,OREGON LEAGUE OF CONSERVATION VOTERS,1,2400,US,US-Federal
451,AR136416613816598528,YASH MORI,2,100,US,US-Federal
452,AR136472963787522048,SUPER STATES 2020,1,1100,US,US-Federal
453,AR136630949864538112,PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA,35,200,US,US-Federal
454,AR136905621613051904,ORANGE COUNTY ASIAN AND PACIFIC ISLANDER COMMUNITY ALLIANCE INC,1,1900,US,US-Federal
455,AR137025537099956224,VERN BUCHANAN FOR CONGRESS,49,25000,US,US-Federal
457,AR137146483379011584,MULLIN FOR CONGRESS,15,18500,US,US-Federal
458,AR137332094685675520,FISHBEIN FOR CONNECTICUT,3,1400,US,US-Federal
459,AR137365973387706368,ANDREW GILLUM FOR GOVERNOR CAMPAIGN ACCOUNT,1,3000,US,US-Federal
460,AR137471732662403072,GUIDO WEISS FOR CONGRESS,5,400,US,US-Federal
461,AR137484755003244544,REP. MIKE QUIGLEY - U.S. HOUSE OF REPRESENTATIVES,5,3600,US,US-Federal
465,AR137577217059192832,ENVIRONMENTAL DEFENSE FUND INCORPORATED,41,5300,US,US-Federal
466,AR137585497756139520,KAYE KORY FOR HOUSE OF DELEGATES,1,900,US,US-Federal
467,AR13771829814493184,REID FOR DELEGATE,6,5700,US,US-Federal
468,AR137956308052606976,JIM PILLEN FOR GOVERNOR,6,8900,US,US-Federal
469,AR137997986415247360,MATTHEW PRIDGEN,15,7100,US,US-Federal
470,AR138124395892703232,JOSEPH BELLESORTE,2,200,US,US-Federal
471,AR138151437006798848,MEDIA MATTERS FOR AMERICA,54,5800,US,US-Federal
472,AR138215002522779648,"DAVID STEMERMAN FOR GOVERNOR, INC.",5,3500,US,US-Federal
473,AR138287295412305920,CONCERNED CITIZEN,18,7200,US,US-Federal
474,AR138358901107064832,EVEREST STRATEGIES,31,19800,US,US-Federal
475,AR138361168849797120,GEORGIANS FOR TED TERRY,6,900,US,US-Federal
477,AR138730261159346176,BLACK VOTE PA,4,9600,US,US-Federal
478,AR138947139827924992,FAITH VOTERS,39,158400,US,US-Federal
479,AR139173707942723584,MCLENDON FOR CONGRESS,7,300,US,US-Federal
481,AR139277336913641472,CATHY MCMORRIS RODGERS FOR CONGRESS,189,28600,US,US-Federal
483,AR139287576115675136,VOTE KATHY LYNCH,6,400,US,US-Federal
484,AR139352447301713920,CANDELORA FOR STATE REP,1,0,US,US-Federal
486,AR139422335009554432,CASA GRANDE VALLEY NEWSPAPERS INC.,24,2000,US,US-Federal
488,AR13956101091360768,COMMITTEE FOR COLORADOS SHARED HERITAGE,47,138100,US,US-Federal
489,AR139845165949911040,JUDY E WALTERS FOR CONTRA COSTA COMMUNITY COLLEGE - WARD 2 -2020,15,900,US,US-Federal
490,AR139935875659202560,CITIZENS FOR QUALITY SAISD SCHOOLS POLITICAL ACTION COMMITTEE,2,1400,US,US-Federal
491,AR139975251919372288,KEAN FOR CONGRESS INC,475,303100,US,US-Federal
493,AR14036949555740672,HERBSTER FOR NEBRASKA,2,3700,US,US-Federal
494,AR140391451430223872,FALSEY FOR MAYOR,1,100,US,US-Federal
496,AR140403236820484096,Need to Impeach,2440,4006900,US,US-Federal
497,AR140414231936761856,ASSOCIATED BUILDERS AND CONTRACTORS INC.,46,418600,US,US-Federal
498,AR140614480491970560,DONALD NORCROSS FOR CONGRESS,21,8900,US,US-Federal
499,AR140635989688188928,JOHN PAUL DUTTON JR,87,500,US,US-Federal
500,AR140649527425105920,FRIENDS OF DAN FEEHAN,89,150200,US,US-Federal
502,AR140916846189608960,"GADE FOR VIRGINIA, INC.",3,100,US,US-Federal
503,AR140998381848756224,CENTER FORWARD,26,52400,US,US-Federal
504,AR141407846850887680,PATRICIA LOCK DAWSON FOR MAYOR 2020,4,700,US,US-Federal
507,AR141496872932999168,"NEW GEORGIA PROJECT ACTION FUND, INC.",1,0,US,US-Federal
508,AR141874726975832064,DANIEL KEMPH FOR CONGRESS,14,100,US,US-Federal
509,AR141963512539774976,THE SUBURBAN REPUBLICAN FOUNDATION,3,1800,US,US-Federal
510,AR142044670241800192,XOCHIL PENA RODRIGUEZ CAMPAIGN,9,1400,US,US-Federal
512,AR14237507348594688,TORIANN PARKER,1,400,US,US-Federal
513,AR142422833522278400,MCGUIRE FOR VIRGINIA,3,900,US,US-Federal
514,AR142481313796980736,FREEDOM CLUB STATE PAC,7,6500,US,US-Federal
516,AR14253415907459072,"MAZZEO, ARMATO AND FITZPATRICK FOR DISTRICT 2",4,3000,US,US-Federal
517,AR142587073071677440,CORAL4AZ,11,36400,US,US-Federal
518,AR14264926419812352,"SOUND OF HOPE RADIO NETWORK, INC",2,0,US,US-Federal
519,AR142649470356553728,FRIENDS OF JOANN ARIOLA,1,7600,US,US-Federal
520,AR142665275836203008,MONDAIRE FOR CONGRESS,32,21000,US,US-Federal
521,AR142730147022241792,MIMI ROCAH FOR DISTRICT ATTORNEY,2,5800,US,US-Federal
525,AR14302447254110208,DONNELLY FOR INDIANA,50,59500,US,US-Federal
526,AR143043713994588160,JIM JORDAN FOR CONGRESS,197,44500,US,US-Federal
529,AR143168955240939520,OUR NJ,14,82600,US,US-Federal
530,AR143311032759091200,"MCCAUL FOR CONGRESS, INC",48,29300,US,US-Federal
533,AR143672840804106240,MICHELE V MEYER,2,100,US,US-Federal
534,AR143716065354973184,NADLER FOR CONGRESS,45,8400,US,US-Federal
536,AR143796913819353088,ERIC WELSH FOR CONGRESS,2,0,US,US-Federal
537,AR143844502056992768,FRIENDS OF MEGHAN SCHROEDER,6,2500,US,US-Federal
538,AR14385391662530560,GARY MOHR FOR STATE HOUSE,2,700,US,US-Federal
539,AR143909751200153600,BEQUETTE FOR ARKANSAS,19,3800,US,US-Federal
541,AR143958782546804736,FRIENDS OF TATE REEVES FOR MISSISSIPPI,299,271500,US,US-Federal
542,AR144198750959566848,CASTEN FOR CONGRESS,389,167200,US,US-Federal
543,AR144266714522058752,NATIONAL PRO-LIFE ALLIANCE,63,4300,US,US-Federal
544,AR144278946588917760,MELODY HERNANDEZ FOR STATE REPRESENTATIVE - DISTRICT 26,1,1700,US,US-Federal
545,AR144491221052555264,"FLORIDA STRONG ACTION PAC, INC.",26,10700,US,US-Federal
546,AR144607288248762368,FRIENDS OF BRIAN HAGEDORN,4,1000,US,US-Federal
547,AR144635600673177600,MONTANA DEMOCRATIC CENTRAL COMMITTEE,49,2700,US,US-Federal
548,AR144672571751661568,COMMITTEE TO ELECT KRIS JOHNS,1,0,US,US-Federal
549,AR144788020472578048,"ADVERTISEMINT, INC.",4,3300,US,US-Federal
550,AR144798740710948864,COMMITTEE TO ELECT KATHERINE R. GAULKE,3,300,US,US-Federal
554,AR145127872644775936,SAMIRAH FOR DELEGATE,91,6200,US,US-Federal
555,AR145252426696359936,VOTETIPTON,7,1300,US,US-Federal
556,AR145341212260302848,ALASKA DEMOCRATIC PARTY,15,7600,US,US-Federal
557,AR145343548722511872,KEEP KENTUCKY GREAT,58,570800,US,US-Federal
558,AR145483186699239424,REPUBLICAN STATE LEADERSHIP COMMITTEE,3,26700,US,US-Federal
559,AR145800533242806272,MOBILITY FORWARD,1,900,US,US-Federal
560,AR14605912463376384,FLANDERS FOR US SENATE,34,8600,US,US-Federal
561,AR146107846742769664,SHANE MORIGEAU FOR MONTANA,3,1100,US,US-Federal
563,AR146184468959330304,AMERICAN COLLEGE OF RADIOLOGY ASSOCIATION PAC,6,40700,US,US-Federal
564,AR146221714915721216,SLOCUM FOR CONGRESS,12,500,US,US-Federal
565,AR146225872444063744,STEPHEN L. MCLAUGHLIN,1,100,US,US-Federal
567,AR146306514750013440,JOE WILSON FOR CONGRESS,7,9500,US,US-Federal
569,AR14638897812209664,FRIENDS OF DAVE JOYCE,54,49000,US,US-Federal
570,AR146449760499269632,AMIT COUNCIL FOR,1,1300,US,US-Federal
571,AR146558165473820672,NEW MEXICO WORKS,19,2000,US,US-Federal
574,AR146765492135133184,OUR FUTURE UNITED,158,82700,US,US-Federal
575,AR146851528920006656,WISCONSIN REFORM FUND,6,3500,US,US-Federal
576,AR146984913424351232,Tidewater Strategies,4,5000,US,US-Federal
577,AR147244604326936576,HOMEOWNERSHIP FOR FAMILIES AND TAX SAVINGS FOR SENIORS,49,75100,US,US-Federal
578,AR147304252832743424,RURAL COLORADO UNITED,18,4300,US,US-Federal
579,AR147326998979543040,JAKE AUCHINCLOSS FOR CONGRESS,3,3000,US,US-Federal
580,AR14736823066558464,MIKE MOON FOR MISSOURI,20,3400,US,US-Federal
581,AR147485878409756672,JUSTIN BERRY CAMPAIGN,17,5100,US,US-Federal
582,AR147571709036199936,ARIZONANS FOR HEALTH AND PUBLIC SAFETY,6,7400,US,US-Federal
583,AR147589644819628032,JOE CUNNINGHAM FOR CONGRESS,126,228600,US,US-Federal
584,AR147617854164828160,REP. BEN RAY LUJAN - U.S. HOUSE OF REPRESENTATIVES,5,2000,US,US-Federal
585,AR147640256714244096,COMMON DEFENSE ACTION FUND,5,400,US,US-Federal
587,AR147914035109560320,MONTALBANO FOR SURROGATE 2021,2,4400,US,US-Federal
589,AR148172420342087680,MARCUS FLOWERS FOR CONGRESS,2,28200,US,US-Federal
591,AR148284536168382464,KIRKPATRICK FOR CONGRESS,29,115400,US,US-Federal
593,AR148592880460496896,JOE KELLY FOR STATE REP,17,600,US,US-Federal
594,AR148770314149429248,SCOTT MILNE,18,2000,US,US-Federal
596,AR149007671222075392,JIM PRUDEN FOR CONGRESS,2,800,US,US-Federal
597,AR149014337011318784,ONEGREENOAK LLC,9,1100,US,US-Federal
598,AR149095872670466048,ARIZONA CHAMBER OF COMMERCE AND INDUSTRY,3,21000,US,US-Federal
600,AR149255714173353984,BEN DIAMOND FOR CONGRESS,3,700,US,US-Federal
603,AR149454416540336128,"YOUNG FOR IOWA, INC.",168,82600,US,US-Federal
605,AR149633705655140352,CHRISTOPHER SPENCER,9,100,US,US-Federal
606,AR149726751826640896,FRIENDS OF TARA ZRINSKI,27,10100,US,US-Federal
607,AR149746886633324544,CHRIS DEPIZZO FOR CONGRESS,32,17000,US,US-Federal
608,AR149798323161661440,SEAN HAYES 4 NYC,2,100,US,US-Federal
609,AR149834435246686208,FRIENDS OF SPENCER COX,1153,417200,US,US-Federal
610,AR149955587684171776,COMMITTEE TO ELECT MICHAEL D CARTER,6,100,US,US-Federal
611,AR149975516332425216,DANIEL FRIESEN COMMITTEE FOR ELECT FOR RENO COUNTY COMMISSIONER,1,100,US,US-Federal
613,AR150064267536629760,FREEDOM PA,2,500,US,US-Federal
614,AR150179750617284608,ARIZONANS FOR GREAT SCHOOLS AND A STRONG ECONOMY,13,19300,US,US-Federal
615,AR15038501569429504,TOVAR FOR ARIZONA,13,13500,US,US-Federal
616,AR150468475498790912,ANGELICA DUENAS FOR US,9,300,US,US-Federal
617,AR150536335982067712,CISNEROS FOR CONGRESS,41,399700,US,US-Federal
619,AR150782626586689536,TINA SMITH FOR MINNESOTA,110,251500,US,US-Federal
621,AR150842893567787008,CONSERVATIVE LEADERSHIP OF THE OZARKS,12,4900,US,US-Federal
623,AR150982531544514560,MACOMB FOR JODI SWITALSKI FOR PROSECUTOR,3,0,US,US-Federal
624,AR150995553885356032,REP. ROB WITTMAN - U.S. HOUSE OF REPRESENTATIVES,2,1900,US,US-Federal
625,AR151159106239987712,Theo Theologis For Supervisor,4,500,US,US-Federal
626,AR151410791323533312,KELLY FOR ARKANSAS,3,2700,US,US-Federal
627,AR151452023009574912,NEW HAMPSHIRE DEMOCRATIC PARTY,19,22900,US,US-Federal
628,AR151510400205062144,REPUBLICAN PARTY OF CUYAHOGA COUNTY,4,700,US,US-Federal
629,AR151526446202880,DAN NEWHOUSE FOR CONGRESS,9,4200,US,US-Federal
630,AR151615506644729856,AMERICAN ACTION NETWORK,461,1390500,US,US-Federal
631,AR151725801404891136,FRIENDS OF SHELBY LABS,6,2400,US,US-Federal
632,AR151745180297330688,DYER DIFFERENCE,19,7800,US,US-Federal
634,AR152004390163578880,LETT FOR OHIO,3,2900,US,US-Federal
636,AR152021157715902464,FAULKNER COUNTY DEMOCRATIC PARTY,1,100,US,US-Federal
637,AR152110149438275584,MICHELLE FOR KANSAS,36,15400,US,US-Federal
638,AR152236180958609408,PETE SESSSIONS FOR CONGRESS,1,4200,US,US-Federal
639,AR152277034687528960,MICHELLE BECKLEY FOR CONGRESS,3,400,US,US-Federal
640,AR152392036731846656,JOE COLLINS FOR CONGRESS,138,121100,US,US-Federal
641,AR152523359651889152,FRIENDS OF DANA FERGUSON,8,10100,US,US-Federal
642,AR152650559403327488,FRIENDS OF DENYSE STONEBACK,35,500,US,US-Federal
643,AR152697219928031232,COALITION FOR INVESTOR CHOICE INC,2,2500,US,US-Federal
644,AR152798374997786624,DEMOCRATIC PARTY OF COLLIN CO 2016 FEDERAL COMMITTEE,1,0,US,US-Federal
645,AR152863246183825408,SZEW LAW GROUP INC,4,1400,US,US-Federal
648,AR153153860850941952,Senior MMG LLC,2,12300,US,US-Federal
649,AR15316678011256832,COMMITTEE TO ELECT STEPHEN DWIGHT,4,3800,US,US-Federal
650,AR153285458648891392,"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO",25,45800,US,US-Federal
652,AR153322842044235776,"ME MARKETING SERVICES, LLC",45,1700,US,US-Federal
653,AR153498420307296256,ELISE FOR CONGRESS,27,28900,US,US-Federal
654,AR153505017377062912,EMMER FOR CONGRESS,2,4300,US,US-Federal
655,AR153520891576188928,"DANA BARRETT FOR CONGRESS, INC.",5,13000,US,US-Federal
656,AR153595933244784640,"CODIST CREATIVE, INC.",15,500,US,US-Federal
657,AR153603011350888448,KUZMICH FOR CONGRESS,5,600,US,US-Federal
658,AR15360383598460928,FRIENDS TO ELECT DARIEN WILSON,11,1600,US,US-Federal
660,AR15363475974914048,GARRET GRAVES FOR CONGRESS,61,46100,US,US-Federal
661,AR153642799927918592,MONTCO VICTORY FUND,8,7200,US,US-Federal
664,AR153799136737492992,"SETH MOULTON FOR AMERICA, INC",9,62000,US,US-Federal
665,AR153929909901721600,GARRETT WESTHOVEN FOR OHIO,3,800,US,US-Federal
666,AR154007081874096128,CITIZENS OF THE AMERICAN REPUBLIC,5,600,US,US-Federal
667,AR154043503196766208,JASON LEWIS FOR SENATE,60,106800,US,US-Federal
668,AR154059652273799168,KEEP JUDGE CHRIS BROOK,5,6700,US,US-Federal
670,AR154244782544125952,UNITED STATES ASSOCIATION FOR UNHCR,5,500,US,US-Federal
672,AR15428347160952832,KEN HARBAUGH FOR CONGRESS,17,15700,US,US-Federal
673,AR154360231265042432,GREG ROBINSON FOR TULSA MAYOR,4,700,US,US-Federal
674,AR154373253605883904,REP. HALEY STEVENS - U.S. HOUSE OF REPRESENTATIVES,11,6800,US,US-Federal
675,AR154412664225792,LON SEIDMAN,1,600,US,US-Federal
676,AR154431940039016448,"JACK WHITE FOR ATTORNEY GENERAL, INC.",5,3500,US,US-Federal
678,AR154829722730102784,BEST DAYS LIE AHEAD COMMITTEE,33,22800,US,US-Federal
679,AR154886485017886720,SARAH G. NORMAN,4,400,US,US-Federal
680,AR154988739599269888,FRIENDS OF SUZANNE WEBER,5,2600,US,US-Federal
682,AR155103501125419008,FRIENDS OF CHRIS MISSICK,5,1000,US,US-Federal
684,AR155247399709704192,HUGHES ALASKANS FOR % SHELLEY HUGHES,18,3400,US,US-Federal
685,AR155317356137021440,DAKOTA LEADERSHIP PAC,18,900,US,US-Federal
686,AR15538745000329216,MICHELLE RENEE NEWMAN,1,0,US,US-Federal
688,AR155616285860823040,NATURE CONSERVANCY,256,97200,US,US-Federal
689,AR155750220120981504,PROGRESS NC ACTION IE PAC,85,15800,US,US-Federal
690,AR155836944100622336,KEVIN O'CONNOR FOR U.S. SENATE INC.,1,600,US,US-Federal
691,AR155858659455270912,JUSTIN AMASH FOR CONGRESS,10,15300,US,US-Federal
692,AR155909546227793920,NUESTRO PAC,17,4200,US,US-Federal
693,AR155990910088249344,"Colorado Latino Leadership, Advocacy, & Research Organization",1,3100,US,US-Federal
694,AR156023723638390784,HOUSE MAJORITY FORWARD,46,297800,US,US-Federal
695,AR156056708987224064,VANSANT FOR CONGRESS,5,700,US,US-Federal
696,AR156064611727048704,WALKER 4 NC,2,300,US,US-Federal
697,AR156165835516280832,MCCASKILL FOR MISSOURI,343,763700,US,US-Federal
698,AR156196140805521408,RYAN DERKS,41,3500,US,US-Federal
699,AR156209815981391872,AMERICAN PATRIOTS PAC,35,82100,US,US-Federal
700,AR156232665207406592,ARIZONA COMMERCE AUTHORITY,12,600,US,US-Federal
701,AR156389105096196096,CHARLES SONENCLAR,10,100,US,US-Federal
702,AR156506890279321600,MELISSA FOX FOR STATE ASSEMBLY 2020,8,12500,US,US-Federal
704,AR156623232353435648,ILLINOIS REPUBLICAN PARTY,24,27400,US,US-Federal
705,AR156652506850525184,ALEX MORSE FOR CONGRESS,8,1500,US,US-Federal
706,AR156682812139765760,KELLY COOPER FOR STATE HOUSE,32,4400,US,US-Federal
707,AR156716347244412928,MEDINA FOR STATE SENATE 2020,24,15600,US,US-Federal
708,AR156739162110689280,"A HEALTHY FUTURE, LLC",104,657400,US,US-Federal
709,AR156845883458060288,NEWS FOR DEMOCRACY,33,71700,US,US-Federal
711,AR157010260446412800,JESSICA MORSE FOR CONGRESS,13,3800,US,US-Federal
712,AR157038229273444352,MAXWELL RYMER,10,8400,US,US-Federal
713,AR157182608894066688,REPUBLICAN COMMITTEE OF CHESTER COUNTY,11,9200,US,US-Federal
714,AR157291735423123456,NRCC,5496,8119400,US,US-Federal
715,AR157301974625157120,FRIENDS OF DARRIN CAMILLERI,4,2300,US,US-Federal
716,AR157321765834457088,MISSOURIANS FOR BOWEN,10,0,US,US-Federal
717,AR157394952077180928,VOTE BALDWIN,4,500,US,US-Federal
720,AR157739648972488704,POLITICAL CONSULTING,20,6000,US,US-Federal
723,AR15821353848406016,CHRISTIAN BLAKE CARPENTER,9,100,US,US-Federal
724,AR158243912492777472,JOHNSON FOR CONGRESS,68,20600,US,US-Federal
725,AR158353760576339968,Voter Formation Project,34,800,US,US-Federal
726,AR158500579738386432,FRIENDS FOR LANDON,2,700,US,US-Federal
728,AR158734329038503936,"WHGC, LLC",2,1300,US,US-Federal
729,AR158754085888065536,CARTWRIGHT FOR CONGRESS,25,123900,US,US-Federal
730,AR158852011142414336,PORTER FOR SUPERVISOR 2020,43,1600,US,US-Federal
731,AR158852148581367808,FRIENDS OF PAM IOVINO,13,70600,US,US-Federal
732,AR158908704710721536,FORNEY CAMPAIGN,2,200,US,US-Federal
733,AR158931244699090944,CAPITO FOR WEST VIRGINIA,1,300,US,US-Federal
735,AR159040371228147712,LEADERSHIP MKE,76,47600,US,US-Federal
736,AR159188942736850944,HUNT FOR CONGRESS,42,119400,US,US-Federal
738,AR159361772220841984,FORWARD MONTANA FOUNDATION,3,4500,US,US-Federal
739,AR159365964108922880,DEFENDING DEMOCRACY TOGETHER,297,1257600,US,US-Federal
740,AR159431866087112704,GUNDERSEN FOR ASSEMBLY,4,1800,US,US-Federal
741,AR159467256617631744,SANDBECK FOR CONGRESS,5,2800,US,US-Federal
744,AR159653933076185088,Karen Greenhalgh for Delegate,8,0,US,US-Federal
745,AR159738354953355264,DUPAGE COUNTY REPUBLICAN CENTRAL COMMITTEE,7,1000,US,US-Federal
746,AR159797866020208640,FEIN FOR ASSEMBLY,1,300,US,US-Federal
749,AR159936541924261888,JOSH AARON NOREK,4,2400,US,US-Federal
750,AR16018922344022016,UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION ACTIVE BALLOT CLUB,2,900,US,US-Federal
751,AR160260416818118656,PAC FOR A CHANGE,13,79900,US,US-Federal
752,AR16026481486462976,GALEOTOS FOR GOVERNOR INC.,10,3200,US,US-Federal
753,AR160411496587722752,"FGA ACTION, INC.",1,400,US,US-Federal
754,AR160549313498316800,DR. AL GROSS FOR U.S. SENATE,56,132000,US,US-Federal
755,AR160679674345684992,TREASURE FLORIDA,3,23500,US,US-Federal
757,AR160915725748273152,DOUG MAYS FOR CONGRESS,5,0,US,US-Federal
758,AR160968983342743552,COMMITTEE TO ELECT DAN VANDEN HEEDE,30,1800,US,US-Federal
759,AR160975992729370624,"HUMAN RIGHTS CAMPAIGN, INC.",11,14600,US,US-Federal
760,AR160978054313672704,"YES ON H, SAVE OUR SMALL BUSINESSES",1,900,US,US-Federal
761,AR161292171041832960,CARLOS GIMENEZ FOR CONGRESS,3,4700,US,US-Federal
762,AR161548700848488448,AMERICAN VALOR PAC,1,5900,US,US-Federal
764,AR161637589491646464,VERNON JONES FOR GOVERNOR,20,26100,US,US-Federal
765,AR161661194631905280,NO LABELS ACTION INC,7,2900,US,US-Federal
766,AR161719056431316992,JOHN BEL EDWARDS CAMPAIGN LLC,158,172100,US,US-Federal
767,AR161744139040325632,TRACEY WOLLENBERG,33,3200,US,US-Federal
769,AR161795335050493952,POLIS FOR COLORADO,307,201100,US,US-Federal
770,AR161858900566474752,SHAHEEN FOR SENATE,116,510000,US,US-Federal
773,AR162298636498108416,BETH VAN DUYNE FOR CONGRESS,49,11400,US,US-Federal
775,AR162649999182659584,TEXANS FOR RONNY JACKSON,14,8300,US,US-Federal
776,AR162667728807657472,ALAINA SHEARER FOR CONGRESS,98,31700,US,US-Federal
777,AR162678655204458496,FAITH AND POWER PAC,7,13000,US,US-Federal
781,AR163153987825041408,"LIVING WAGE FOR EDUCATORS, WITH SUPPORT FROM UNITED EDUCATORS OF SAN FRANCISCO YES ON G",8,69500,US,US-Federal
782,AR163169758944952320,MCMORRIS RODGERS WIN THE FUTURE FUND,3,1800,US,US-Federal
784,AR163227792543055872,NEXT DOOR SAINTS LLC,1,0,US,US-Federal
785,AR163282355807584256,FRIENDS OF DRIEHAUS,67,2700,US,US-Federal
786,AR16329156421746688,WES MOORE FOR MARYLAND,6,1900,US,US-Federal
787,AR163497585208721408,READY COLORADO,1,3400,US,US-Federal
788,AR163690824377303040,"TEXAS NATIONALIST MOVEMENT, INC.",4,400,US,US-Federal
789,AR163800500662173696,FRIENDS OF LARRY TAYLOR,1,1800,US,US-Federal
790,AR163802356088045568,"BUILD BRIDGES, NOT WALLS OPPOSING REPUBLICAN KRISTIN GASPAR FOR SUPERVISOR 2020",12,33500,US,US-Federal
792,AR164198867468812288,"PLANNED PARENTHOOD ACTION FUND, INC.",1,44400,US,US-Federal
